1,2,3,Gender,Age,Race,Education,Income,Health Insurance,weight
c1,c2,c6,1,2,1,2,1,1,0.651045886
c4,c8,,1,2,1,3,3,1,0.618398747
c4,c6,c3,1,1,1,2,3,3,0.748466999
c8,,,1,1,1,2,3,1,0.748466999
c2,c6,c1,1,1,1,3,1,3,0.349382177
c4,c2,c3,1,1,1,2,1,3,0.748466999
c1,c2,c6,1,1,1,3,2,2,0.499117395
c8,,,1,1,1,2,1,1,0.523926899
c2,c6,c4,1,2,1,2,1,3,0.833407563
c1,c3,c5,1,2,1,2,3,1,0.930065551
c3,c2,c4,1,2,1,3,2,2,0.432879123
c5,c4,c6,1,1,3,2,2,1,1.040216841
c1,c2,c4,1,1,3,3,3,1,1.018704974
c4,c3,c1,1,2,3,3,3,3,0.888419009
c8,,,1,1,1,1,1,5,1.350517993
c3,c2,c8,1,1,3,3,2,1,0.713093482
c1,c3,c6,1,1,3,2,2,1,0.728151789
c4,c8,,1,2,3,2,3,4,0.598861061
c3,c4,c2,1,1,3,2,1,4,0.728151789
c2,c3,c1,1,1,3,3,2,4,0.424360269
c2,c6,c4,1,1,3,2,1,4,0.728151789
c3,c7,c6,1,1,3,2,2,1,2.589575937
c4,c2,c6,1,1,3,2,2,3,1.040216841
c8,,,1,1,3,1,1,3,2.478108431
c2,c4,c1,1,1,2,1,1,2,1.989818544
c8,,,1,1,3,3,2,1,0.424360269
c2,c1,c4,1,1,1,1,2,4,4.5535564
c1,c6,c8,1,1,2,1,2,1,1.823833942
c1,c2,c3,1,1,3,2,3,1,1.040216841
c6,c2,c8,1,1,5,2,2,2,1.046942063
c2,c1,c8,1,1,3,3,2,1,0.713093482
c1,c2,c3,1,1,2,2,2,1,0.804658805
c6,c2,c1,2,1,3,2,1,3,1.06461893
c1,c2,c6,1,1,1,3,3,2,0.499117395
c1,c4,c6,1,1,2,2,2,1,0.804658805
c4,c7,c5,1,1,2,3,2,2,0.553840496
c2,c1,c7,2,1,3,2,3,1,1.520884186
c1,c2,c4,1,1,3,1,1,4,1.260741892
c6,c1,c2,1,1,3,2,2,1,2.589575937
c2,c1,c4,1,1,1,2,3,1,0.748466999
c3,c2,c6,1,1,3,3,2,2,1.018704974
c1,c2,c6,1,1,3,2,1,1,2.589575937
c2,c1,c6,1,1,1,1,3,4,1.929311418
c4,c1,c6,1,1,4,3,2,1,1.216449624
c2,c1,c4,1,2,3,1,1,2,0.85947338
c1,c2,c4,1,1,3,1,3,1,1.260741892
c5,c7,c6,1,1,6,2,3,1,1.156281529
c2,c4,c8,1,1,3,1,2,1,1.260741892
c2,c3,c5,1,1,4,2,1,4,1.156281529
c7,c8,,1,1,3,2,2,1,1.812703156
c3,c1,c4,1,1,3,2,1,1,0.728151789
c2,c7,c1,1,1,3,2,2,2,2.589575937
c4,c2,c1,1,2,1,3,2,1,0.188524838
c4,c5,c2,1,1,1,2,2,2,1.772323151
c6,c4,c1,1,1,2,3,2,1,0.553840496
c2,c1,c3,1,2,2,1,2,2,1.603812176
c6,c4,c1,1,1,2,2,1,3,0.804658805
c1,c4,c8,1,1,2,3,2,1,0.387688347
c8,,,1,2,3,1,2,1,1.227819114
c2,c7,c5,1,1,3,3,2,1,0.424360269
c5,c6,c3,1,1,3,2,1,3,1.040216841
c1,c3,c8,1,1,3,1,1,2,1.260741892
c1,c8,,1,2,3,2,1,3,0.419202742
c1,c2,c3,1,2,3,2,1,1,0.598861061
c1,c4,c6,1,1,2,2,2,2,1.149512579
c2,c8,,1,2,3,3,2,1,0.888419009
c8,,,1,2,3,1,3,1,0.85947338
c1,c3,c2,2,1,3,3,3,1,1.193239253
c3,c7,c6,1,1,1,3,3,1,0.618000622
c6,c7,c2,1,1,5,3,2,3,1.346561139
c8,,,1,1,3,3,2,3,0.713093482
c1,c6,c2,1,2,3,2,2,2,0.598861061
c1,c7,c2,1,1,2,3,3,2,0.553840496
c6,c2,c7,1,1,3,1,1,1,2.478108431
c7,c1,c4,1,1,2,3,2,1,0.553840496
c2,c6,c4,1,2,3,2,2,3,0.935535418
c4,c3,c6,1,1,2,1,3,1,2.60547706
c2,c1,c6,1,1,1,2,2,1,1.240626206
c5,c4,c8,1,1,3,2,2,1,2.589575937
c8,,,1,2,2,1,2,1,1.603812176
c1,c2,c3,1,1,3,3,2,1,0.297052188
c4,c1,c8,1,1,1,3,1,2,0.349382177
c4,c3,c2,1,1,1,3,2,1,0.349382177
c7,c5,c6,1,2,3,2,1,1,0.654874793
c3,c5,c8,1,2,3,1,2,2,1.227819114
c2,c8,,1,1,3,3,3,1,1.018704974
c4,c2,c1,1,1,3,2,2,2,1.040216841
c2,c4,c5,1,1,3,3,2,2,0.713093482
c1,c3,c2,1,1,3,3,3,2,1.018704974
c1,c2,c6,1,1,3,1,3,2,1.260741892
c1,c5,c6,1,1,3,3,2,1,0.424360269
c2,c1,c4,1,2,1,1,3,1,1.741870073
c1,c6,c5,1,1,3,1,1,4,1.260741892
c6,c4,c1,1,2,3,2,3,1,0.598861061
c1,c3,c7,1,2,3,3,3,3,0.50045454
c1,c8,,1,1,2,2,2,1,0.804658805
c4,c2,c1,1,1,3,1,3,1,1.260741892
c6,c2,c3,1,1,3,1,2,1,1.734675902
c8,,,1,1,5,2,2,1,1.495631519
c8,,,1,1,3,2,3,1,0.728151789
c6,c3,c7,1,1,3,2,2,1,1.040216841
c5,c4,c1,1,2,3,1,2,3,3.142077952
c1,c6,c3,1,1,5,3,3,1,1.92365877
c1,c6,c2,1,1,3,1,2,3,0.882519324
c4,c3,c7,1,1,3,2,1,1,1.812703156
c1,c6,c2,1,1,2,2,1,1,1.149512579
c3,c8,,1,1,3,2,1,4,1.040216841
c5,c4,c8,1,2,3,3,2,4,0.714935058
c2,c3,c1,1,1,1,3,2,1,0.499117395
c2,c3,c4,1,2,2,1,1,3,2.291160252
c4,c7,c5,1,1,1,3,1,1,0.618000622
c4,c1,c3,1,2,3,3,3,3,0.888419009
c2,c4,c3,1,2,3,2,1,3,0.419202742
c1,c2,c5,1,1,1,1,3,2,1.929311418
c8,,,2,1,2,3,1,3,0.502098792
c2,c1,c8,1,1,1,3,3,1,0.499117395
c8,,,1,1,2,3,2,1,0.553840496
c8,,,1,2,3,3,1,4,0.50045454
c1,c2,c6,1,1,3,1,2,2,1.260741892
c3,c6,c1,1,1,3,1,1,1,1.734675902
c2,c1,c4,1,1,1,1,1,4,1.350517993
c4,c2,c5,1,1,1,3,1,2,0.618000622
c2,c8,,1,1,3,2,2,3,1.812703156
c4,c2,c6,1,1,4,2,3,3,1.651830756
c2,c6,c1,1,1,3,2,2,1,1.040216841
c2,c6,c1,1,1,3,3,2,1,0.713093482
c8,,,1,2,3,2,2,3,0.654874793
c1,c6,c8,1,1,1,3,2,1,0.499117395
c3,c8,,1,1,1,2,1,1,1.240626206
c6,c2,c4,1,1,3,2,2,2,0.728151789
c1,c3,c2,1,2,3,3,2,1,0.714935058
c1,c2,c5,1,1,1,3,2,1,0.499117395
c1,c2,c6,1,2,3,2,2,1,0.598861061
c2,c1,c6,1,1,2,3,2,1,0.387688347
c3,c6,c1,1,1,3,2,2,1,0.728151789
c2,c6,c4,1,1,2,2,2,1,2.040024605
c1,c2,c3,1,1,1,2,2,1,0.523926899
c1,c2,c8,1,2,3,3,3,1,0.714935058
c1,c2,c7,1,1,3,3,1,3,0.297052188
c4,c1,c2,1,1,2,3,3,1,1.029169313
c2,c1,c6,1,1,1,2,2,1,1.772323151
c2,c3,c4,1,1,3,2,2,4,1.040216841
c7,c2,c6,1,2,1,3,3,1,0.618398747
c5,c8,,1,1,3,1,1,1,1.734675902
c1,c4,c6,1,1,3,2,2,1,2.589575937
c5,c4,c2,1,1,1,3,2,1,0.432600436
c6,c4,c2,1,1,2,2,1,3,0.804658805
c3,c2,c6,1,1,3,2,1,1,1.812703156
c6,c1,c2,1,1,1,3,2,2,0.499117395
c2,c6,c3,1,1,3,2,1,1,0.728151789
c2,c4,c7,1,1,3,3,1,1,1.018704974
c8,,,1,1,3,2,2,1,0.728151789
c1,c6,c4,1,2,2,2,1,2,0.527061846
c6,c4,c3,1,2,4,3,3,1,0.583850294
c8,,,1,2,3,1,3,1,1.227819114
c1,c2,c8,1,2,2,1,1,1,2.291160252
c2,c8,,1,2,3,3,3,1,0.714935058
c6,c8,,1,2,4,3,2,4,1.042475896
c4,c1,c6,1,2,3,3,2,1,0.714935058
c4,c6,c3,1,2,3,3,3,2,0.714935058
c1,c6,c8,1,2,3,2,2,2,0.598861061
c1,c2,c4,1,2,2,2,1,3,1.150020943
c3,c2,c7,1,2,3,2,2,1,0.598861061
c8,,,1,2,3,2,2,1,0.598861061
c3,c1,c4,1,1,3,3,2,1,0.424360269
c7,c3,c4,1,2,4,3,3,1,1.042475896
c4,c1,c6,1,2,3,1,3,1,1.227819114
c4,c1,c2,1,2,2,2,3,1,0.752945495
c8,,,1,2,3,3,2,1,0.714935058
c1,c3,c2,1,2,3,3,3,1,0.714935058
c1,c2,c3,1,2,3,3,2,4,0.714935058
c4,c3,c8,1,2,3,2,2,2,0.598861061
c8,,,1,2,3,2,3,1,0.598861061
c8,,,1,2,3,1,2,5,0.85947338
c8,,,1,2,3,1,1,3,1.227819114
c1,c2,c7,1,2,3,1,2,3,1.227819114
c4,c6,c5,1,2,3,3,3,1,0.714935058
c8,,,1,2,3,2,2,4,0.598861061
c4,c8,,1,2,3,1,2,1,1.227819114
c2,c1,c4,1,2,3,3,2,1,0.714935058
c4,c2,c1,1,2,3,2,2,1,0.598861061
c4,c3,c6,1,2,1,1,2,1,2.488385818
c2,c6,c5,1,2,3,2,1,3,0.598861061
c4,c8,,1,2,3,1,3,3,3.142077952
c8,,,1,1,3,1,1,3,2.478108431
c4,c1,c2,1,2,3,2,1,2,0.419202742
c8,,,1,2,3,1,3,1,1.227819114
c4,c1,c8,1,2,3,2,3,3,0.935535418
c2,c1,c3,1,2,3,3,3,1,0.714935058
c1,c2,c4,1,2,3,3,3,1,0.714935058
c4,c1,c2,1,2,3,2,2,3,0.935535418
c3,c5,c8,1,2,5,1,1,2,2.953256405
c1,c4,c2,1,2,3,1,2,1,1.227819114
c2,c1,c8,1,2,3,1,2,1,1.227819114
c6,c4,c1,1,2,1,3,3,1,0.618398747
c6,c8,,1,2,2,2,2,3,0.752945495
c4,c2,c1,1,2,3,3,2,2,0.714935058
c2,c1,c4,1,2,3,1,2,1,1.227819114
c1,c3,c4,1,2,4,3,2,3,0.583850294
c1,c3,c4,1,2,4,3,3,3,1.042475896
c7,c1,c2,1,2,3,2,1,4,0.419202742
c2,c6,c7,1,2,3,1,1,3,0.85947338
c4,c1,c8,1,2,3,3,3,1,0.714935058
c4,c1,c7,1,2,3,3,3,1,0.714935058
c3,c1,c2,1,2,3,2,3,5,0.598861061
c2,c8,,1,2,3,2,2,2,0.598861061
c1,c4,c6,1,2,3,3,1,2,0.714935058
c3,c6,c1,1,2,1,2,2,1,1.190582233
c7,c8,,1,2,3,3,2,1,0.714935058
c2,c3,c4,1,2,3,3,1,3,0.714935058
c1,c4,c6,1,2,3,2,2,1,0.419202742
c4,c8,,1,2,3,3,2,1,0.714935058
c1,c4,c3,1,2,2,2,2,3,0.752945495
c1,c3,c5,1,2,2,2,1,2,0.752945495
c8,,,1,2,2,3,2,3,1.590018089
c7,c4,c5,1,2,2,2,3,1,0.752945495
